State,Region,City,Year,Population,"Violent
crime",Nonviolent,Murder,Forcible rape,Robbery,Aggravated assault,Property,Burglary,Larceny/theft,Motor vehicle theft,Arson2
MINNESOTA6,MIDWEST,ST. PAUL,2008,276083,1063,10407,9,79,372,685,5478,1357,3189,877,72
MINNESOTA6,MIDWEST,ST. PAUL,2009,276083,956,10698,7,75,285,607,5423,1338,3365,880,67
MINNESOTA6,MIDWEST,ST. PAUL,2010,281605,975,10911,7,76,299,668,5857,1403,3399,857,70
MINNESOTA6,MIDWEST,ST. PAUL,2011,287237,995,11129,7,74,306,688,5752,1327,3433,849,71
MINNESOTA6,MIDWEST,ST. PAUL,2012,292982,1015,11352,7,76,321,689,5755,1393,3536,908,72
MISSISSIPPI,SOUTH,JACKSON,2008,174734,729,12554,24,67,405,274,6377,2216,3474,877,52
MISSISSIPPI,SOUTH,JACKSON,2009,174734,693,12555,24,57,432,213,6560,2007,3597,937,61
MISSISSIPPI,SOUTH,JACKSON,2010,178229,707,12806,24,61,453,217,6500,2108,3807,912,63
MISSISSIPPI,SOUTH,JACKSON,2011,181794,721,13062,24,60,471,207,7020,2151,3883,957,67
MISSISSIPPI,SOUTH,JACKSON,2012,185430,735,13323,24,59,476,211,6962,2214,3817,1013,67
MISSOURI,MIDWEST,COLUMBIA,2008,101033,176,3651,2,7,55,121,1952,479,1334,71,3
MISSOURI,MIDWEST,COLUMBIA,2009,101033,244,3521,2,21,72,168,1934,311,1465,59,5
MISSOURI,MIDWEST,COLUMBIA,2010,103054,249,3591,2,20,71,159,1883,323,1494,63,5
MISSOURI,MIDWEST,COLUMBIA,2011,105115,254,3662,2,21,76,163,1920,333,1596,64,5
MISSOURI,MIDWEST,COLUMBIA,2012,107217,259,3735,2,21,79,165,1922,346,1598,62,5
MISSOURI,MIDWEST,INDEPENDENCE,2008,110376,369,7679,3,39,66,265,3870,690,3067,366,16
MISSOURI,MIDWEST,INDEPENDENCE,2009,110376,358,6827,2,23,79,275,3543,704,2474,360,14
MISSOURI,MIDWEST,INDEPENDENCE,2010,112584,365,6963,2,24,77,275,3579,672,2573,378,13
MISSOURI,MIDWEST,INDEPENDENCE,2011,114836,372,7102,2,25,82,280,3580,712,2524,385,13
MISSOURI,MIDWEST,INDEPENDENCE,2012,117133,379,7244,2,24,81,301,3978,740,2727,396,14
MISSOURI,MIDWEST,KANSAS CITY,2008,451454,2930,27181,45,137,1044,1830,14884,3715,8654,2210,127
MISSOURI,MIDWEST,KANSAS CITY,2009,451454,3099,24812,50,133,965,1986,13194,3202,7704,1788,156
MISSOURI,MIDWEST,KANSAS CITY,2010,460483,3161,25308,51,134,1003,2025,13584,3524,7632,1949,168
MISSOURI,MIDWEST,KANSAS CITY,2011,469693,3224,25815,52,142,1023,2127,13856,3331,7861,1879,168
MISSOURI,MIDWEST,KANSAS CITY,2012,479087,3288,26331,53,147,1094,2232,13480,3599,8411,2009,169
MISSOURI,MIDWEST,SPRINGFIELD,2008,155106,475,12851,3,56,133,313,6783,949,5258,434,58
MISSOURI,MIDWEST,SPRINGFIELD,2009,155106,550,13305,3,65,139,392,7299,1238,5281,417,37
MISSOURI,MIDWEST,SPRINGFIELD,2010,158208,561,13573,3,64,137,385,7242,1217,5753,395,37
MISSOURI,MIDWEST,SPRINGFIELD,2011,161372,572,13845,3,67,146,381,7248,1183,5388,407,40
MISSOURI,MIDWEST,SPRINGFIELD,2012,164599,583,14122,3,67,152,388,7534,1254,5496,431,41
MISSOURI,MIDWEST,ST. LOUIS,2008,356204,3507,28716,86,129,1306,2101,14996,3664,9107,2819,157
MISSOURI,MIDWEST,ST. LOUIS,2009,356204,3779,26158,60,121,1431,2477,13927,3143,8644,2295,134
MISSOURI,MIDWEST,ST. LOUIS,2010,363328,3855,26681,61,123,1473,2458,14205,3145,8736,2318,139
MISSOURI,MIDWEST,ST. LOUIS,2011,370595,3932,27215,62,128,1433,2530,14896,3425,8911,2455,144
MISSOURI,MIDWEST,ST. LOUIS,2012,378007,4011,27760,63,127,1490,2510,15056,3240,9090,2504,149
MONTANA,WEST,BILLINGS5,2008,103196,148,4061,1,16,30,108,2228,337,1729,130,11
MONTANA,WEST,BILLINGS5,2009,103196,138,4392,0,16,44,89,2370,357,1843,126,4
MONTANA,WEST,BILLINGS5,2010,105260,141,4480,0,16,47,90,2305,352,1951,130,4
MONTANA,WEST,BILLINGS5,2011,107365,144,4570,0,15,48,92,2488,362,1881,141,4
MONTANA,WEST,BILLINGS5,2012,109512,147,4662,0,15,45,93,2515,384,2011,144,4
NEBRASKA,WEST,LINCOLN,2008,251550,611,9562,1,58,113,472,5211,778,4235,183,0
NEBRASKA,WEST,LINCOLN,2009,251550,532,9344,1,78,95,390,5046,845,3930,136,0
NEBRASKA,WEST,LINCOLN,2010,256581,543,9531,1,79,97,386,5051,914,3895,142,0
NEBRASKA,WEST,LINCOLN,2011,261713,554,9722,1,81,97,405,5152,915,4089,145,0
NEBRASKA,WEST,LINCOLN,2012,266947,565,9916,1,86,98,414,5056,968,4289,147,0
NEBRASKA,WEST,OMAHA,2008,437238,1167,18198,22,76,387,750,9190,1602,6326,1483,0
NEBRASKA,WEST,OMAHA,2009,437238,1174,18292,10,101,466,666,9237,1632,6647,1115,0
NEBRASKA,WEST,OMAHA,2010,445983,1197,18658,10,102,462,726,9982,1763,7240,1227,0
NEBRASKA,WEST,OMAHA,2011,454903,1221,19032,10,107,463,720,10372,1748,7184,1160,0
NEBRASKA,WEST,OMAHA,2012,464001,1245,19412,10,103,491,707,10094,1800,7190,1230,0
NEVADA,WEST,HENDERSON,2008,256091,274,6139,2,46,121,120,3236,893,1889,464,36
NEVADA,WEST,HENDERSON,2009,256091,292,5215,1,30,157,124,2663,731,1602,370,50
NEVADA,WEST,HENDERSON,2010,261213,298,5320,1,30,159,125,2769,767,1697,407,50
NEVADA,WEST,HENDERSON,2011,266437,304,5426,1,32,162,122,2744,731,1667,381,49
NEVADA,WEST,HENDERSON,2012,271766,310,5535,1,33,168,127,2799,775,1766,420,48
NEVADA,WEST,"LAS VEGAS METROPOLITAN 
",2008,1353175,6654,52880,54,375,2611,3875,27421,7821,14512,6333,161
NEVADA,WEST,"LAS VEGAS METROPOLITAN 
",2009,1353175,6554,48738,55,376,2455,3893,25274,6967,14134,5113,141
NEVADA,WEST,"LAS VEGAS METROPOLITAN 
",2010,1380239,6685,49712,56,398,2528,3933,26771,7172,14020,5412,149
NEVADA,WEST,"LAS VEGAS METROPOLITAN 
",2011,1407844,6819,50707,57,391,2481,4208,27560,6977,13896,5118,151
NEVADA,WEST,"LAS VEGAS METROPOLITAN 
",2012,1436001,6955,51721,58,383,2730,4373,27337,6978,14724,5527,149
NEVADA,WEST,NORTH LAS VEGAS,2008,228363,757,7361,7,27,270,521,3820,1069,1944,966,16
NEVADA,WEST,NORTH LAS VEGAS,2009,228363,844,6660,12,23,319,546,3357,986,1770,666,13
NEVADA,WEST,NORTH LAS VEGAS,2010,232930,861,6792,12,25,351,541,3458,1025,1841,659,13
NEVADA,WEST,NORTH LAS VEGAS,2011,237589,878,6928,12,23,341,526,3735,1046,1913,679,12
NEVADA,WEST,NORTH LAS VEGAS,2012,242341,896,7066,12,25,362,531,3844,1118,1988,726,13
NEVADA,WEST,RENO,2008,218556,690,9806,8,49,251,446,5287,929,3602,546,16
NEVADA,WEST,RENO,2009,218556,732,8661,3,48,206,492,4713,916,3329,402,14
NEVADA,WEST,RENO,2010,222927,747,8833,3,48,204,547,4851,898,3240,447,14
NEVADA,WEST,RENO,2011,227386,762,9009,3,48,222,558,4903,961,3241,443,13
NEVADA,WEST,RENO,2012,231934,777,9189,3,48,225,533,4634,990,3533,435,13
NEW HAMPSHIRE,NORTHEAST,MANCHESTER5,2008,109083,249,3504,0,32,81,145,1854,269,1377,155,41
NEW HAMPSHIRE,NORTHEAST,MANCHESTER5,2009,109083,272,3565,0,41,90,158,1914,310,1493,77,21
NEW HAMPSHIRE,NORTHEAST,MANCHESTER5,2010,111265,277,3636,0,41,94,159,1861,328,1523,86,21
NEW HAMPSHIRE,NORTHEAST,MANCHESTER5,2011,113490,283,3708,0,45,89,169,1990,329,1582,87,21
NEW HAMPSHIRE,NORTHEAST,MANCHESTER5,2012,115760,289,3782,0,47,94,171,1993,325,1584,87,23
NEW JERSEY,NORTHEAST,ELIZABETH,2008,124823,463,5422,8,19,324,135,2898,500,1634,703,7
NEW JERSEY,NORTHEAST,ELIZABETH,2009,124823,599,5053,2,24,380,233,2621,462,1742,538,14
NEW JERSEY,NORTHEAST,ELIZABETH,2010,127319,611,5154,2,22,374,243,2647,463,1761,565,14
NEW JERSEY,NORTHEAST,ELIZABETH,2011,129865,623,5256,2,22,370,253,2647,482,1747,554,13
NEW JERSEY,NORTHEAST,ELIZABETH,2012,132462,635,5361,2,24,377,243,2833,464,1799,550,14
NEW JERSEY,NORTHEAST,JERSEY CITY,2008,241588,1091,6840,16,20,609,498,3531,828,2183,565,51
NEW JERSEY,NORTHEAST,JERSEY CITY,2009,241588,887,5697,15,25,477,447,2979,684,1786,443,24
NEW JERSEY,NORTHEAST,JERSEY CITY,2010,246420,905,5810,15,24,487,430,3039,745,1911,464,24
NEW JERSEY,NORTHEAST,JERSEY CITY,2011,251348,923,5927,15,25,497,434,3129,732,1895,479,23
NEW JERSEY,NORTHEAST,JERSEY CITY,2012,256375,941,6045,15,25,484,483,3282,754,1951,466,25
NEW JERSEY,NORTHEAST,NEWARK,2008,279788,1220,10426,30,26,595,634,5341,1163,2276,2168,60
NEW JERSEY,NORTHEAST,NEWARK,2009,279788,1294,8578,35,45,653,584,4653,916,1971,1575,42
NEW JERSEY,NORTHEAST,NEWARK,2010,285384,1320,8750,36,43,666,596,4398,989,2010,1685,42
NEW JERSEY,NORTHEAST,NEWARK,2011,291092,1346,8925,37,47,679,644,4485,935,1973,1734,46
NEW JERSEY,NORTHEAST,NEWARK,2012,296914,1373,9104,38,48,733,639,4711,944,1993,1639,46
NEW JERSEY,NORTHEAST,PATERSON,2008,145542,733,4540,8,11,411,333,2493,774,1102,559,8
NEW JERSEY,NORTHEAST,PATERSON,2009,145542,594,3632,3,11,312,290,1888,576,951,336,2
NEW JERSEY,NORTHEAST,PATERSON,2010,148453,606,3705,3,12,324,290,1981,582,970,356,2
NEW JERSEY,NORTHEAST,PATERSON,2011,151422,618,3779,3,12,324,299,2058,605,1067,377,2
NEW JERSEY,NORTHEAST,PATERSON,2012,154450,630,3855,3,11,347,308,2003,635,1009,382,2
NEW YORK,NORTHEAST,AMHERST TOWN,2008,110351,72,1758,0,2,17,59,914,99,820,32,0
NEW YORK,NORTHEAST,AMHERST TOWN,2009,110351,63,2156,1,3,28,35,1120,108,974,26,2
NEW YORK,NORTHEAST,AMHERST TOWN,2010,112558,64,2199,1,3,28,34,1176,109,1013,26,2
NEW YORK,NORTHEAST,AMHERST TOWN,2011,114809,65,2242,1,3,28,37,1155,107,1082,25,2
NEW YORK,NORTHEAST,AMHERST TOWN,2012,117105,66,2286,1,3,32,40,1234,110,1114,26,2
NEW YORK,NORTHEAST,BUFFALO,2008,270289,1722,15118,18,85,764,914,7836,2058,4924,1073,50
NEW YORK,NORTHEAST,BUFFALO,2009,270289,1845,13373,23,87,737,1029,7330,1923,4142,811,50
NEW YORK,NORTHEAST,BUFFALO,2010,275695,1882,13640,23,88,774,1122,7069,1887,4183,803,51
NEW YORK,NORTHEAST,BUFFALO,2011,281209,1920,13913,23,91,797,1145,7072,2076,4310,811,48
NEW YORK,NORTHEAST,BUFFALO,2012,286833,1958,14192,23,90,790,1146,7355,2079,4396,835,52
NEW YORK,NORTHEAST,NEW YORK,2008,8345075,23556,140738,252,499,10715,12867,75999,9775,57861,6250,0
NEW YORK,NORTHEAST,NEW YORK,2009,8345075,21672,132032,204,415,9386,13077,69317,8956,56044,5402,0
NEW YORK,NORTHEAST,NEW YORK,2010,8511977,22105,134672,208,415,9486,13465,70029,8803,55008,5255,0
NEW YORK,NORTHEAST,NEW YORK,2011,8682217,22547,137366,212,432,9138,13734,74178,9149,59959,5568,0
NEW YORK,NORTHEAST,NEW YORK,2012,8855861,22998,140113,216,431,9960,13480,75662,8813,61719,5626,0
NEW YORK,NORTHEAST,ROCHESTER,2008,205341,1067,10057,16,54,507,536,5330,1330,3311,644,98
NEW YORK,NORTHEAST,ROCHESTER,2009,205341,893,9767,12,56,407,479,5186,1168,3391,500,80
NEW YORK,NORTHEAST,ROCHESTER,2010,209448,911,9961,12,56,416,489,5191,1191,3393,500,78
NEW YORK,NORTHEAST,ROCHESTER,2011,213637,929,10160,12,55,401,479,5497,1215,3563,505,80
NEW YORK,NORTHEAST,ROCHESTER,2012,217910,948,10364,12,56,433,498,5401,1298,3738,520,79
NEW YORK,NORTHEAST,SYRACUSE,2008,138211,666,5893,8,35,214,467,3194,941,1859,286,33
NEW YORK,NORTHEAST,SYRACUSE,2009,138211,669,5273,6,39,185,501,2680,798,1805,172,20
NEW YORK,NORTHEAST,SYRACUSE,2010,140975,682,5378,6,42,175,506,2814,829,1858,187,20
NEW YORK,NORTHEAST,SYRACUSE,2011,143795,696,5485,6,43,187,520,2843,831,1824,186,19
NEW YORK,NORTHEAST,SYRACUSE,2012,146671,710,5595,6,44,185,516,3068,792,1915,181,19
NEW YORK,NORTHEAST,YONKERS,2008,199615,438,2909,4,27,214,224,1458,303,1083,173,22
NEW YORK,NORTHEAST,YONKERS,2009,199615,479,2915,2,23,224,234,1476,284,1092,190,22
NEW YORK,NORTHEAST,YONKERS,2010,203607,489,2974,2,23,237,239,1491,293,1074,185,22
NEW YORK,NORTHEAST,YONKERS,2011,207679,499,3034,2,25,240,261,1521,310,1105,190,21
NEW YORK,NORTHEAST,YONKERS,2012,211833,509,3095,2,25,238,272,1613,320,1138,192,23
NORTH CAROLINA,SOUTH,CARY,2008,125277,64,2417,1,7,30,32,1277,288,995,33,7
NORTH CAROLINA,SOUTH,CARY,2009,125277,66,2020,0,8,28,35,1067,257,787,45,6
NORTH CAROLINA,SOUTH,CARY,2010,127783,67,2061,0,9,29,36,1058,246,789,47,6
NORTH CAROLINA,SOUTH,CARY,2011,130339,68,2103,0,9,29,36,1058,268,797,45,6
NORTH CAROLINA,SOUTH,CARY,2012,132946,69,2145,0,9,30,38,1155,261,813,46,6
NORTH CAROLINA,SOUTH,CHARLOTTE-MECKLENBURG,2008,758769,3535,50484,41,153,1500,1931,27173,6619,17279,3098,166
NORTH CAROLINA,SOUTH,CHARLOTTE-MECKLENBURG,2009,758769,2726,39365,25,148,1137,1526,21180,5302,13558,1897,147
NORTH CAROLINA,SOUTH,CHARLOTTE-MECKLENBURG,2010,773944,2781,40152,26,159,1160,1601,21603,5458,13302,1844,152
NORTH CAROLINA,SOUTH,CHARLOTTE-MECKLENBURG,2011,789423,2837,40955,27,161,1241,1557,22443,5464,13567,1993,155
NORTH CAROLINA,SOUTH,CHARLOTTE-MECKLENBURG,2012,805211,2894,41774,28,165,1277,1588,21227,5417,14387,2033,154
NORTH CAROLINA,SOUTH,FAYETTEVILLE,2008,171457,730,12402,8,34,309,395,6314,1901,4066,457,23
NORTH CAROLINA,SOUTH,FAYETTEVILLE,2009,171457,719,12619,9,58,252,445,6741,2038,4380,407,21
NORTH CAROLINA,SOUTH,FAYETTEVILLE,2010,174886,733,12871,9,58,255,481,6876,2098,4306,407,20
NORTH CAROLINA,SOUTH,FAYETTEVILLE,2011,178384,748,13128,9,56,258,482,7211,2180,4309,436,21
NORTH CAROLINA,SOUTH,FAYETTEVILLE,2012,181952,763,13390,9,62,266,464,6753,2122,4606,432,20
NORTH CAROLINA,SOUTH,GREENSBORO,2008,249561,1088,15292,10,66,430,650,8383,2564,4872,526,54
NORTH CAROLINA,SOUTH,GREENSBORO,2009,249561,962,14828,11,45,462,498,7685,2359,5189,468,55
NORTH CAROLINA,SOUTH,GREENSBORO,2010,254552,981,15125,11,44,494,475,7688,2475,5244,464,55
NORTH CAROLINA,SOUTH,GREENSBORO,2011,259643,1001,15428,11,46,509,513,8303,2408,5398,483,54
NORTH CAROLINA,SOUTH,GREENSBORO,2012,264836,1021,15737,11,45,490,529,8391,2600,5405,470,55
NORTH CAROLINA,SOUTH,HIGH POINT,2008,102298,348,6069,7,19,172,182,3146,1079,1957,211,20
NORTH CAROLINA,SOUTH,HIGH POINT,2009,102298,337,5170,1,15,149,197,2837,764,1870,124,12
NORTH CAROLINA,SOUTH,HIGH POINT,2010,104344,344,5273,1,16,155,203,2657,840,1908,117,12
NORTH CAROLINA,SOUTH,HIGH POINT,2011,106431,351,5378,1,16,149,205,2711,818,1910,127,13
NORTH CAROLINA,SOUTH,HIGH POINT,2012,108560,358,5486,1,16,163,198,2793,859,1985,128,13
NORTH CAROLINA,SOUTH,RALEIGH,2008,388661,1129,12542,18,44,569,601,6378,1593,4338,546,38
NORTH CAROLINA,SOUTH,RALEIGH,2009,388661,942,13226,8,55,399,502,7124,1624,5004,423,37
NORTH CAROLINA,SOUTH,RALEIGH,2010,396434,961,13491,8,54,415,548,7401,1521,4863,448,37
NORTH CAROLINA,SOUTH,RALEIGH,2011,404363,980,13761,8,57,443,564,7206,1613,5107,444,39
NORTH CAROLINA,SOUTH,RALEIGH,2012,412450,1000,14036,8,55,432,564,7700,1692,5109,427,38
NORTH CAROLINA,SOUTH,WILMINGTON,2008,100944,388,4933,8,26,160,210,2611,617,1703,331,7
NORTH CAROLINA,SOUTH,WILMINGTON,2009,100944,373,5849,0,28,135,226,3063,778,2036,249,16
NORTH CAROLINA,SOUTH,WILMINGTON,2010,102963,380,5965,0,28,138,230,3273,840,1998,259,16
NORTH CAROLINA,SOUTH,WILMINGTON,2011,105022,388,6085,0,31,146,230,3247,810,2138,255,16
NORTH CAROLINA,SOUTH,WILMINGTON,2012,107122,396,6207,0,32,144,230,3344,883,2058,253,16
NORTH CAROLINA,SOUTH,WINSTON-SALEM,2008,226460,1038,15243,6,47,382,634,8268,2632,4959,590,76
NORTH CAROLINA,SOUTH,WINSTON-SALEM,2009,226460,856,13106,9,56,294,557,6750,2347,4280,415,0
NORTH CAROLINA,SOUTH,WINSTON-SALEM,2010,230989,873,13369,9,60,308,552,6885,2373,4531,401,0
NORTH CAROLINA,SOUTH,WINSTON-SALEM,2011,235609,890,13637,9,57,295,575,7432,2354,4495,409,0
NORTH CAROLINA,SOUTH,WINSTON-SALEM,2012,240321,908,13909,9,63,325,553,7371,2378,4371,441,0
OHIO,MIDWEST,AKRON,2008,206845,887,10086,8,80,389,448,5419,1825,3061,465,54
OHIO,MIDWEST,AKRON,2009,206845,887,9303,5,100,313,496,5091,1614,2646,465,49
OHIO,MIDWEST,AKRON,2010,210982,905,9489,5,108,322,516,5099,1741,2779,498,53
OHIO,MIDWEST,AKRON,2011,215202,923,9678,5,110,322,537,5200,1663,2780,502,53
OHIO,MIDWEST,AKRON,2012,219506,941,9871,5,112,332,532,4960,1680,2808,507,52
OHIO,MIDWEST,CINCINNATI,2008,332608,1884,18830,27,153,1097,709,10137,3069,6088,834,59
OHIO,MIDWEST,CINCINNATI,2009,332608,1996,18571,28,115,1188,740,9804,2809,5973,845,76
OHIO,MIDWEST,CINCINNATI,2010,339260,2036,18943,29,120,1223,770,10189,2865,6447,862,81
OHIO,MIDWEST,CINCINNATI,2011,346045,2077,19322,30,125,1236,808,10489,2951,6274,855,81
OHIO,MIDWEST,CINCINNATI,2012,352966,2119,19709,31,122,1213,793,9913,2982,6339,864,78
OHIO,MIDWEST,CLEVELAND,2008,433452,2882,23836,24,232,1887,1000,12846,4455,5225,2748,287
OHIO,MIDWEST,CLEVELAND,2009,433452,2825,22143,46,192,1853,983,11628,4149,5498,2079,213
OHIO,MIDWEST,CLEVELAND,2010,442121,2882,22586,47,208,1907,985,11301,4232,5297,1967,226
OHIO,MIDWEST,CLEVELAND,2011,450963,2940,23038,48,201,1893,967,11527,4565,5562,2144,228
OHIO,MIDWEST,CLEVELAND,2012,459982,2999,23498,49,203,1840,1015,12805,4402,5565,2187,224
OHIO,MIDWEST,COLUMBUS,2008,751887,2673,45464,40,330,1629,780,23980,7046,14599,2595,225
OHIO,MIDWEST,COLUMBUS,2009,751887,2592,46990,38,294,1829,638,25709,7009,15504,2243,271
OHIO,MIDWEST,COLUMBUS,2010,766925,2644,47930,39,312,1781,670,24793,7288,15667,2331,259
OHIO,MIDWEST,COLUMBUS,2011,782264,2697,48889,40,310,1851,695,26504,7363,16433,2269,259
OHIO,MIDWEST,COLUMBUS,2012,797909,2751,49867,41,304,1889,664,26042,7583,16916,2358,266
OHIO,MIDWEST,DAYTON,2008,154218,792,9204,20,63,352,398,4887,1533,2656,630,72
OHIO,MIDWEST,DAYTON,2009,154218,732,7881,20,38,371,358,4289,1373,2314,350,90
OHIO,MIDWEST,DAYTON,2010,157302,747,8039,20,40,361,366,4136,1374,2384,368,91
OHIO,MIDWEST,DAYTON,2011,160448,762,8201,20,42,376,370,4300,1454,2527,372,96
OHIO,MIDWEST,DAYTON,2012,163657,777,8365,20,41,365,363,4304,1483,2578,362,94
OHIO,MIDWEST,TOLEDO4,2008,317401,1684,18074,7,75,644,1029,9301,3157,5404,794,194
OHIO,MIDWEST,TOLEDO4,2009,317401,1575,4164,14,73,632,994,0,3478,0,654,249
OHIO,MIDWEST,TOLEDO4,2010,323749,1607,4248,14,74,621,996,0,3447,0,661,254
OHIO,MIDWEST,TOLEDO4,2011,330224,1639,4333,14,75,639,996,0,3482,0,714,255
OHIO,MIDWEST,TOLEDO4,2012,336828,1672,4419,14,76,627,1036,0,3517,0,721,280
OKLAHOMA,WEST,NORMAN,2008,108016,81,3118,1,23,23,38,1603,361,1148,111,7
OKLAHOMA,WEST,NORMAN,2009,108016,84,3516,0,27,27,35,1844,377,1455,69,4
OKLAHOMA,WEST,NORMAN,2010,110176,86,3585,0,28,27,37,1827,385,1484,70,4
OKLAHOMA,WEST,NORMAN,2011,112380,88,3657,0,28,30,37,1845,393,1404,71,4
OKLAHOMA,WEST,NORMAN,2012,114628,90,3731,0,29,28,38,1994,401,1530,67,4
OKLAHOMA,WEST,OKLAHOMA CITY,2008,552452,2572,30774,26,155,670,1877,15658,4192,9653,2116,73
OKLAHOMA,WEST,OKLAHOMA CITY,2009,552452,2523,31456,32,188,617,1841,17115,5539,9186,1871,54
OKLAHOMA,WEST,OKLAHOMA CITY,2010,563501,2573,32085,33,184,654,1913,16977,5239,9460,1909,55
OKLAHOMA,WEST,OKLAHOMA CITY,2011,574771,2624,32727,34,188,654,1826,16499,5606,10113,1856,55
OKLAHOMA,WEST,OKLAHOMA CITY,2012,586266,2676,33382,35,192,648,1899,16830,5665,9559,1893,58
OKLAHOMA,WEST,TULSA,2008,382954,2274,21237,17,149,481,1659,11198,3020,6774,1087,111
OKLAHOMA,WEST,TULSA,2009,382954,2223,22129,36,141,477,1594,11784,3125,7649,1035,104
OKLAHOMA,WEST,TULSA,2010,390613,2267,22571,37,141,505,1658,11795,3313,7235,1117,111
OKLAHOMA,WEST,TULSA,2011,398425,2312,23023,38,144,540,1741,12375,3220,7669,1066,116
OKLAHOMA,WEST,TULSA,2012,406394,2358,23484,39,150,511,1692,11921,3480,8118,1077,116
OREGON,WEST,EUGENE,2008,150297,228,8100,0,32,92,121,4275,681,3017,651,36
OREGON,WEST,EUGENE,2009,150297,237,9361,1,36,102,108,4803,980,3367,624,37
OREGON,WEST,EUGENE,2010,153303,242,9549,1,35,108,112,5232,990,3306,607,38
OREGON,WEST,EUGENE,2011,156369,247,9740,1,38,109,121,4948,1068,3470,662,38
OREGON,WEST,EUGENE,2012,159496,252,9934,1,41,108,116,5294,1049,3640,644,40
OREGON,WEST,GRESHAM,2008,100935,235,3589,2,41,59,141,1874,294,1169,376,20
OREGON,WEST,GRESHAM,2009,100935,174,3898,0,17,80,89,2060,242,1508,316,13
OREGON,WEST,GRESHAM,2010,102954,177,3976,0,16,83,86,2002,266,1552,344,12
OREGON,WEST,GRESHAM,2011,105013,181,4055,0,17,82,93,2164,272,1539,338,13
OREGON,WEST,GRESHAM,2012,107113,185,4135,0,17,84,96,2227,270,1585,331,13
OREGON,WEST,PORTLAND,2008,553023,1651,29367,15,120,555,1029,15633,2265,11166,1918,150
OREGON,WEST,PORTLAND,2009,553023,1509,24790,8,130,556,895,13309,1611,10402,1316,154
OREGON,WEST,PORTLAND,2010,564083,1539,25285,8,137,536,931,13449,1627,10320,1356,148
OREGON,WEST,PORTLAND,2011,575365,1570,25791,8,143,557,941,13717,1725,10527,1437,156
OREGON,WEST,PORTLAND,2012,586872,1601,26307,8,147,596,941,13861,1743,10336,1507,158
OREGON,WEST,SALEM,2008,153831,279,6733,2,26,75,200,3491,549,2652,296,20
OREGON,WEST,SALEM,2009,153831,289,6241,3,32,59,209,3298,519,2503,347,19
OREGON,WEST,SALEM,2010,156908,295,6366,3,34,60,219,3205,530,2436,348,20
OREGON,WEST,SALEM,2011,160046,301,6493,3,34,61,228,3495,536,2580,383,21
OREGON,WEST,SALEM,2012,163247,307,6623,3,36,64,222,3400,531,2559,366,20
PENNSYLVANIA,NORTHEAST,ALLENTOWN,2008,107335,349,5159,10,5,230,130,2805,548,1823,314,13
PENNSYLVANIA,NORTHEAST,ALLENTOWN,2009,107335,349,4628,8,29,250,91,2399,650,1636,197,14
PENNSYLVANIA,NORTHEAST,ALLENTOWN,2010,109482,356,4721,8,29,248,95,2541,657,1685,192,14
PENNSYLVANIA,NORTHEAST,ALLENTOWN,2011,111672,363,4815,8,32,249,95,2592,632,1686,198,15
PENNSYLVANIA,NORTHEAST,ALLENTOWN,2012,113905,370,4911,8,32,266,95,2570,670,1769,213,15
PENNSYLVANIA,NORTHEAST,PHILADELPHIA,2008,1441117,9783,59720,161,543,4765,4899,31652,6236,20125,4583,0
PENNSYLVANIA,NORTHEAST,PHILADELPHIA,2009,1441117,9290,51984,143,456,4454,4809,27292,4992,18741,3527,0
PENNSYLVANIA,NORTHEAST,PHILADELPHIA,2010,1469939,9476,53024,146,501,4586,4593,29163,4993,18570,3564,0
PENNSYLVANIA,NORTHEAST,PHILADELPHIA,2011,1499338,9666,54084,149,502,4813,4775,29746,5446,19870,3738,0
PENNSYLVANIA,NORTHEAST,PHILADELPHIA,2012,1529325,9859,55166,152,502,4863,4871,30065,5607,20456,3743,0
PENNSYLVANIA,NORTHEAST,PITTSBURGH,2008,309757,1607,11907,28,68,788,859,6345,1473,4011,651,50
PENNSYLVANIA,NORTHEAST,PITTSBURGH,2009,309757,1598,10931,21,67,718,911,5980,1281,4184,449,62
PENNSYLVANIA,NORTHEAST,PITTSBURGH,2010,315952,1630,11149,21,69,698,938,5600,1306,3996,449,64
PENNSYLVANIA,NORTHEAST,PITTSBURGH,2011,322271,1663,11372,21,70,712,887,6108,1320,4354,471,62
PENNSYLVANIA,NORTHEAST,PITTSBURGH,2012,328716,1696,11599,21,72,733,931,6231,1423,4320,481,68
RHODE ISLAND,NORTHEAST,PROVIDENCE,2008,170965,558,8684,8,21,239,305,4507,977,2908,822,17
RHODE ISLAND,NORTHEAST,PROVIDENCE,2009,170965,561,7484,7,21,185,384,3877,842,2498,504,29
RHODE ISLAND,NORTHEAST,PROVIDENCE,2010,174384,572,7635,7,21,191,363,3841,812,2723,555,30
RHODE ISLAND,NORTHEAST,PROVIDENCE,2011,177872,583,7788,7,22,191,392,3918,885,2650,566,31
RHODE ISLAND,NORTHEAST,PROVIDENCE,2012,181429,595,7944,7,22,208,380,4194,845,2651,534,31
SOUTH CAROLINA,SOUTH,CHARLESTON,2008,111645,391,4479,7,39,129,234,2303,365,1787,229,7
SOUTH CAROLINA,SOUTH,CHARLESTON,2009,111645,281,3901,5,18,110,163,2120,222,1724,139,11
